Fscl-yr_Ex-fin,Project-nbr_No-de-projet,On-time_Respect-des-delais,On-budget_Respect-du-budget,On-scope_Respect-de-la-portee,Overall-project-health_Sante-globale-du-projet
2022-2023,2022-2023-00312,1,1,1,1
2022-2023,2022-2023-00313,1,1,1,1
2022-2023,2022-2023-00314,1,1,1,1
2022-2023,2022-2023-00317,1,1,1,1
2022-2023,2022-2023-00318,1,1,1,1
2022-2023,2022-2023-00321,1,1,1,1
2022-2023,2022-2023-00324,1,1,1,1
2022-2023,2022-2023-00327,2,1,1,2
2022-2023,2022-2023-00331,1,1,1,1
2022-2023,2022-2023-00333,2,2,1,2
2022-2023,2022-2023-00335,2,2,1,2
2022-2023,2022-2023-00342,1,1,1,1
2022-2023,2022-2023-00343,1,1,1,1
2022-2023,2022-2023-00344,1,1,1,1
2022-2023,2022-2023-00347,3,1,1,3
2022-2023,2022-2023-00350,2,1,1,2
2022-2023,2022-2023-00353,1,1,1,1
2022-2023,2022-2023-00354,1,1,1,1
2022-2023,2022-2023-00355,1,1,1,1
2022-2023,2022-2023-00357,2,1,1,2
2022-2023,2022-2023-00358,1,1,1,1
2022-2023,2022-2023-00359,2,1,1,2
2022-2023,2022-2023-00361,2,1,1,2
2022-2023,2022-2023-00362,3,1,1,3
2022-2023,2022-2023-00363,1,1,1,1
2022-2023,2022-2023-00372,1,2,1,2
2022-2023,2022-2023-00373,3,3,3,3
2022-2023,2022-2023-00374,1,1,1,1
2022-2023,2022-2023-00375,1,1,1,1
2022-2023,2022-2023-00376,2,3,2,3
2022-2023,2022-2023-00377,1,1,1,1
2022-2023,2022-2023-00381,1,1,1,1
2022-2023,2022-2023-00383,3,1,1,3
2022-2023,2022-2023-00384,1,1,1,1
2022-2023,2022-2023-00385,1,1,1,1
2022-2023,2022-2023-00386,1,1,1,1
2022-2023,2022-2023-00387,1,1,1,1
2022-2023,2022-2023-00391,1,1,1,1
2022-2023,2022-2023-00392,2,2,3,3
2022-2023,2022-2023-00393,1,1,1,1
2022-2023,2022-2023-00395,1,1,1,1
2022-2023,2022-2023-00396,1,1,1,1
2022-2023,2022-2023-00401,2,2,1,2
2022-2023,2022-2023-00403,1,1,1,1
2022-2023,2022-2023-00417,2,1,1,2
2022-2023,2022-2023-00418,1,1,1,1
2022-2023,2022-2023-00420,1,1,1,1
2022-2023,2022-2023-00422,1,1,1,1
2022-2023,2022-2023-00423,2,1,1,2
2022-2023,2022-2023-00426,1,1,1,1
2022-2023,2022-2023-00427,1,1,1,1
2022-2023,2022-2023-00428,1,1,1,1
2022-2023,2022-2023-00429,1,1,1,1
2022-2023,2022-2023-00430,1,1,1,1
2022-2023,2022-2023-00431,1,1,1,1
2022-2023,2022-2023-00432,1,1,1,1
2022-2023,2022-2023-00434,1,1,1,1
2022-2023,2022-2023-00436,2,1,1,2
2022-2023,2022-2023-00437,2,2,2,2
2022-2023,2022-2023-00438,1,1,1,1
2022-2023,2022-2023-00439,1,1,1,1
2022-2023,2022-2023-00440,2,1,1,2
2022-2023,2022-2023-00441,1,1,1,1
2022-2023,2022-2023-00442,1,1,1,1
2022-2023,2022-2023-00443,2,1,1,2
2022-2023,2022-2023-00444,1,1,1,1
2022-2023,2022-2023-00445,1,1,1,1
2022-2023,2022-2023-00446,2,1,1,2
2022-2023,2022-2023-00447,1,1,1,1
2022-2023,2022-2023-00448,1,1,1,1
2022-2023,2022-2023-00450,1,1,1,1
2022-2023,2022-2023-00451,1,1,1,1
2022-2023,2022-2023-00452,1,1,1,1
2022-2023,2022-2023-00455,1,1,1,1
2022-2023,2022-2023-00456,1,1,1,1
2022-2023,2022-2023-00457,2,1,1,2
2022-2023,2022-2023-00458,1,1,1,1
2022-2023,2022-2023-00459,1,1,1,1
2022-2023,2022-2023-00460,1,1,1,1
2022-2023,2022-2023-00462,1,1,1,1
2022-2023,2022-2023-00464,1,1,1,1
2022-2023,2022-2023-00465,1,1,1,1
2022-2023,2022-2023-00466,2,1,1,2
2022-2023,2022-2023-00467,2,3,2,3
2022-2023,2022-2023-00469,1,1,1,1
2022-2023,2022-2023-00472,1,1,1,1
2022-2023,2022-2023-00473,1,1,2,2
2022-2023,2022-2023-00474,1,1,1,1
2022-2023,2022-2023-00475,1,1,1,1
2022-2023,2022-2023-00477,1,1,1,1
2022-2023,2022-2023-00479,1,1,1,1
2022-2023,2022-2023-00481,1,1,1,1
2022-2023,2022-2023-00482,2,1,1,2
2022-2023,2022-2023-00483,1,1,1,1
2022-2023,2022-2023-00484,1,1,1,1
2022-2023,2022-2023-00489,1,1,1,1
2022-2023,2022-2023-00490,1,1,1,1
2022-2023,2022-2023-00495,1,1,1,1
2022-2023,2022-2023-00496,1,1,1,1
2022-2023,2022-2023-00503,1,1,1,1
2022-2023,2022-2023-00506,1,1,1,1
2022-2023,2022-2023-00507,1,1,1,1
2022-2023,2022-2023-00512,1,1,1,1
2022-2023,2022-2023-00513,1,1,1,1
2022-2023,2022-2023-00515,1,1,1,1
2022-2023,2022-2023-00516,1,1,1,1
2022-2023,2022-2023-00517,1,2,2,2
2022-2023,2022-2023-00518,1,1,1,1
2022-2023,2022-2023-00521,1,1,1,1
2022-2023,2022-2023-00523,1,1,1,1
2022-2023,2022-2023-00524,1,1,1,1
2022-2023,2022-2023-00527,1,1,1,1
2022-2023,2022-2023-00528,2,1,2,2
2022-2023,2022-2023-00529,1,1,1,1
2022-2023,2022-2023-00530,1,1,1,1
2022-2023,2022-2023-00532,1,1,1,1
2022-2023,2022-2023-00536,1,1,1,1
2022-2023,2022-2023-00538,1,1,1,1
2022-2023,2022-2023-00541,3,3,1,3
2022-2023,2022-2023-00542,1,1,1,1
2022-2023,2022-2023-00545,1,1,1,1
2022-2023,2022-2023-00546,1,1,1,1
2022-2023,2022-2023-00547,1,1,1,1
2022-2023,2022-2023-00548,1,1,1,1
2022-2023,2022-2023-00550,1,1,1,1
2022-2023,2022-2023-00551,1,1,1,1
2022-2023,2022-2023-00553,1,1,1,1
2022-2023,2022-2023-00556,1,1,2,2
2022-2023,2022-2023-00557,3,1,1,3
2022-2023,2022-2023-00558,1,1,1,1
2022-2023,2022-2023-00561,2,1,1,2
2022-2023,2022-2023-00562,1,1,1,1
2022-2023,2022-2023-00567,1,1,1,1
2022-2023,2022-2023-00577,1,1,1,1
2022-2023,2022-2023-00578,1,1,1,1
2022-2023,2022-2023-00579,1,1,1,1
2022-2023,2022-2023-00580,2,1,1,2
2022-2023,2022-2023-00582,1,1,1,1
2022-2023,2022-2023-00583,2,1,1,2
2022-2023,2022-2023-00586,1,1,1,1
2022-2023,2022-2023-00589,1,1,1,1
2022-2023,2022-2023-00590,1,1,1,1
2022-2023,2022-2023-00592,1,1,1,1
2022-2023,2022-2023-00594,1,1,1,1
2022-2023,2022-2023-00595,1,1,1,1
2022-2023,2022-2023-00596,1,1,1,1
2022-2023,2022-2023-00597,1,1,1,1
2022-2023,2022-2023-00598,1,1,1,1
2022-2023,2022-2023-00599,1,1,1,1
2022-2023,2022-2023-00600,1,1,1,1
2022-2023,2022-2023-00601,1,1,1,1
2022-2023,2022-2023-00602,1,1,1,1
2022-2023,2022-2023-00603,1,1,1,1
2022-2023,2022-2023-00604,1,1,1,1
2022-2023,2022-2023-00605,1,1,1,1
2022-2023,2022-2023-00606,1,1,1,1
2022-2023,2022-2023-00607,1,1,1,1
2022-2023,2022-2023-00608,1,1,1,1
2022-2023,2022-2023-00609,1,1,1,1
2022-2023,2022-2023-00610,1,1,1,1
2022-2023,2022-2023-00611,1,1,1,1
2022-2023,2022-2023-00612,1,1,1,1
2022-2023,2022-2023-00613,1,1,1,1
2022-2023,2022-2023-00614,1,1,1,1
2022-2023,2022-2023-00615,1,1,1,1
2022-2023,2022-2023-00616,1,1,1,1
2022-2023,2022-2023-00617,1,1,1,1
2022-2023,2022-2023-00618,1,1,1,1
2022-2023,2022-2023-00619,1,1,1,1
2022-2023,2022-2023-00620,1,1,1,1
2022-2023,2022-2023-00621,1,1,1,1
2022-2023,2022-2023-00622,1,1,1,1
2022-2023,2022-2023-00623,1,1,1,1
2022-2023,2022-2023-00624,1,1,1,1
2022-2023,2022-2023-00625,1,1,1,1
2022-2023,2022-2023-00627,1,1,1,1
2022-2023,2022-2023-00628,1,1,1,1
2022-2023,2022-2023-00629,1,1,1,1
2022-2023,2022-2023-00630,1,1,1,1
2022-2023,2022-2023-00631,1,1,1,1
2022-2023,2022-2023-00632,1,1,1,1
2022-2023,2022-2023-00633,1,1,1,1
2022-2023,2022-2023-00634,1,1,1,1
2022-2023,2022-2023-00635,1,1,1,1
2022-2023,2022-2023-00636,1,1,1,1
2022-2023,2022-2023-00637,1,1,1,1
2022-2023,2022-2023-00639,1,1,1,1
2022-2023,2022-2023-00643,1,1,2,2
2022-2023,2022-2023-00644,1,1,1,1
2022-2023,2022-2023-00645,1,1,1,1
2022-2023,2022-2023-00646,1,1,1,1
2022-2023,2022-2023-00648,1,1,1,1
2022-2023,2022-2023-00649,1,1,1,1
2022-2023,2022-2023-00650,1,1,1,1
2022-2023,2022-2023-00651,1,1,1,1
2022-2023,2022-2023-00652,1,1,1,1
2022-2023,2022-2023-00656,2,1,1,2
2022-2023,2022-2023-00658,1,1,1,1
2022-2023,2022-2023-00660,2,1,1,2
2022-2023,2022-2023-00663,1,1,1,1
2022-2023,2022-2023-00664,1,1,1,1
2022-2023,2022-2023-00665,2,1,1,2
2022-2023,2022-2023-00666,2,1,1,2
2022-2023,2022-2023-00668,1,1,1,1
2022-2023,2022-2023-00671,1,1,1,1
2022-2023,2022-2023-00672,1,1,1,1
2022-2023,2022-2023-00673,1,1,1,1
2022-2023,2022-2023-00674,2,1,1,2
2022-2023,2022-2023-00675,1,1,1,1
2022-2023,2022-2023-00677,1,1,1,1
2022-2023,2022-2023-00681,1,1,1,1
2022-2023,2022-2023-00685,1,1,1,1
2022-2023,2022-2023-00689,1,1,1,1
2022-2023,2022-2023-00692,1,1,1,1
2022-2023,2022-2023-00694,1,1,1,1
2022-2023,2022-2023-00695,1,1,1,1
2022-2023,2022-2023-00696,1,1,1,1
2022-2023,2022-2023-00697,1,1,1,1
2022-2023,2022-2023-00698,1,1,1,1
2022-2023,2022-2023-00699,1,1,1,1
2022-2023,2022-2023-00700,1,1,1,1
2022-2023,2022-2023-00702,1,1,1,1
2022-2023,2022-2023-00704,1,1,1,1
2022-2023,2022-2023-00705,1,1,1,1
2022-2023,2022-2023-00706,1,1,1,1
2022-2023,2022-2023-00707,1,1,1,1
2022-2023,2022-2023-00708,1,1,1,1
2022-2023,2022-2023-00709,1,1,1,1
2022-2023,2022-2023-00710,1,1,1,1
2022-2023,2022-2023-00713,1,1,1,1
2022-2023,2022-2023-00717,1,1,1,1
2022-2023,2022-2023-00718,1,1,1,1
2022-2023,2022-2023-00719,1,1,1,1
2022-2023,2022-2023-00720,1,1,1,1
2022-2023,2022-2023-00721,1,1,1,1
2022-2023,2022-2023-00722,1,1,1,1
2022-2023,2022-2023-00723,1,1,1,1
2022-2023,2022-2023-00727,1,1,1,1
2022-2023,2022-2023-00728,1,1,1,1
2022-2023,2022-2023-00730,2,1,1,2
2022-2023,2022-2023-00731,1,1,1,1
2022-2023,2022-2023-00733,2,2,1,2
2022-2023,2022-2023-00734,1,1,1,1
2022-2023,2022-2023-00735,2,2,2,2
2022-2023,2022-2023-00736,1,1,1,1
2022-2023,2022-2023-00737,1,1,1,1
2022-2023,2022-2023-00739,2,3,1,3
2022-2023,2022-2023-00742,1,1,1,1
2022-2023,2022-2023-00744,1,1,1,1
2022-2023,2022-2023-00745,1,1,1,1
2022-2023,2022-2023-00746,1,1,1,1
2022-2023,2022-2023-00749,1,1,1,1
2022-2023,2022-2023-00750,2,1,1,2
2022-2023,2022-2023-00752,1,1,1,1
2022-2023,2022-2023-00758,1,1,1,1
2022-2023,2022-2023-00759,1,1,1,1
2022-2023,2022-2023-00770,1,1,1,1
2022-2023,2022-2023-00777,1,1,1,1
2022-2023,2022-2023-00780,1,1,1,1
2022-2023,2022-2023-00783,1,1,1,1
2022-2023,2022-2023-00799,1,1,1,1
2022-2023,2022-2023-00805,1,1,1,1
2022-2023,2022-2023-00807,1,1,1,1
2022-2023,2022-2023-00808,1,1,1,1
2022-2023,2022-2023-00811,1,1,1,1
2022-2023,2022-2023-00821,1,1,1,1
2022-2023,2022-2023-00827,1,1,1,1
2022-2023,2022-2023-00844,1,1,1,1
2022-2023,2022-2023-00845,1,1,1,1
2022-2023,2022-2023-00847,1,1,1,1
2022-2023,2022-2023-00852,1,1,1,1
2022-2023,2022-2023-00864,1,1,1,1
2022-2023,2022-2023-00866,1,1,1,1
2022-2023,2022-2023-00867,1,1,1,1
2022-2023,2022-2023-00868,1,1,1,1
2022-2023,2022-2023-00869,1,1,1,1
2022-2023,2022-2023-00870,1,1,1,1
2022-2023,2022-2023-00872,2,1,1,2
2022-2023,2022-2023-00874,2,1,2,2
2022-2023,2022-2023-00875,1,1,1,1
2022-2023,2022-2023-00878,1,1,1,1
2022-2023,2022-2023-00880,1,1,1,1
2022-2023,2022-2023-00881,1,1,1,1
2022-2023,2022-2023-00883,1,1,1,1
2022-2023,2022-2023-00884,1,1,1,1
2022-2023,2022-2023-00887,1,1,1,1
2022-2023,2022-2023-00891,1,1,1,1
2022-2023,2022-2023-00892,2,1,1,2
2022-2023,2022-2023-00895,1,1,1,1
2022-2023,2022-2023-00898,1,1,1,1
2022-2023,2022-2023-00900,2,1,1,2
2022-2023,2022-2023-00905,1,1,1,1
2022-2023,2022-2023-00907,1,1,1,1
2022-2023,2022-2023-00908,1,1,1,1
2022-2023,2022-2023-00912,1,1,1,1
2022-2023,2022-2023-00919,1,1,1,1
2022-2023,2022-2023-00920,1,1,1,1
2022-2023,2022-2023-00921,1,1,1,1
2022-2023,2022-2023-00929,2,3,1,3
2022-2023,2022-2023-00934,1,1,1,1
2022-2023,2022-2023-00941,1,1,1,1
2022-2023,2022-2023-00942,1,1,1,1
2022-2023,2022-2023-00944,1,1,1,1
2022-2023,2022-2023-00945,1,1,1,1
2022-2023,2022-2023-00946,1,1,1,1
2022-2023,2022-2023-00947,1,1,1,1
2022-2023,2022-2023-00948,1,1,1,1
2022-2023,2022-2023-00949,1,1,1,1
2022-2023,2022-2023-00951,1,1,1,1
2022-2023,2022-2023-00954,1,1,1,1
2022-2023,2022-2023-00955,1,1,1,1
2022-2023,2022-2023-00956,1,1,1,1
2022-2023,2022-2023-00957,1,1,1,1
2022-2023,2022-2023-00958,1,1,1,1
2022-2023,2022-2023-00959,1,1,1,1
2022-2023,2022-2023-00960,1,1,1,1
2022-2023,2022-2023-00962,1,1,1,1
2022-2023,2022-2023-00964,1,1,1,1
2022-2023,2022-2023-00965,1,1,1,1
2022-2023,2022-2023-00966,1,1,1,1
2022-2023,2022-2023-00967,1,1,1,1
2022-2023,2022-2023-00970,1,1,1,1
2022-2023,2022-2023-00972,1,1,1,1
2022-2023,2022-2023-00973,1,1,1,1
2022-2023,2022-2023-00979,1,3,1,3
2022-2023,2022-2023-00981,2,1,1,2
2022-2023,2022-2023-00986,1,1,1,1
2022-2023,2022-2023-00987,1,1,1,1
2022-2023,2022-2023-00988,3,1,1,3
2022-2023,2022-2023-00989,1,1,1,1
2022-2023,2022-2023-00990,1,1,1,1
2022-2023,2022-2023-00993,1,1,1,1
2022-2023,2022-2023-00994,1,1,1,1
2022-2023,2022-2023-00995,1,1,1,1
2022-2023,2022-2023-00996,3,1,2,3
2022-2023,2022-2023-01001,1,1,1,1
2022-2023,2022-2023-01003,1,1,1,1
2022-2023,2022-2023-01004,1,1,2,2
2022-2023,2022-2023-01005,2,1,1,2
2022-2023,2022-2023-01006,1,1,1,1
2022-2023,2022-2023-01007,1,1,1,1
2022-2023,2022-2023-01009,3,2,2,3
2022-2023,2022-2023-01010,1,1,1,1
2022-2023,2022-2023-01011,1,1,1,1
2022-2023,2022-2023-01012,1,2,1,2
2022-2023,2022-2023-01013,1,1,1,1
2022-2023,2022-2023-01019,2,1,2,2
2022-2023,2022-2023-01020,1,1,1,1
2022-2023,2022-2023-01027,1,1,1,1
2022-2023,2022-2023-01030,1,1,1,1
2022-2023,2022-2023-01033,1,1,1,1
2022-2023,2022-2023-01035,2,1,1,2
2022-2023,2022-2023-01037,1,1,1,1
2022-2023,2022-2023-01039,1,1,1,1
2022-2023,2022-2023-01041,1,1,1,1
2022-2023,2022-2023-01042,1,1,1,1
2022-2023,2022-2023-01043,1,1,1,1
2022-2023,2022-2023-01045,1,1,1,1
2022-2023,2022-2023-01047,1,1,1,1
2022-2023,2022-2023-01048,1,1,1,1
2022-2023,2022-2023-01050,1,1,1,1
2022-2023,2022-2023-01052,1,1,1,1
2022-2023,2022-2023-01054,1,1,1,1
2022-2023,2022-2023-01055,1,1,1,1
2022-2023,2022-2023-01056,1,1,1,1
2022-2023,2022-2023-01057,1,1,1,1
2022-2023,2022-2023-01060,1,1,1,1
2022-2023,2022-2023-01062,1,1,1,1
2022-2023,2022-2023-01063,1,1,1,1
2022-2023,2022-2023-01066,1,1,1,1
2022-2023,2022-2023-01067,1,1,1,1
2022-2023,2022-2023-01068,1,1,1,1
2022-2023,2022-2023-01069,1,1,1,1
2022-2023,2022-2023-01070,1,1,1,1
2022-2023,2022-2023-01071,1,1,1,1
2022-2023,2022-2023-01072,2,2,1,2
2022-2023,2022-2023-01073,1,1,1,1
2022-2023,2022-2023-01074,1,1,1,1
2022-2023,2022-2023-01075,1,1,1,1
2022-2023,2022-2023-01076,1,1,1,1
2022-2023,2022-2023-01077,1,1,1,1
2022-2023,2022-2023-01078,1,1,1,1
2022-2023,2022-2023-01080,2,1,1,2
2022-2023,2022-2023-01083,1,1,1,1
2022-2023,2022-2023-01086,3,3,2,3
2022-2023,2022-2023-01087,3,3,2,3
2022-2023,2022-2023-01088,1,2,1,2
2022-2023,2022-2023-01089,1,1,1,1
2022-2023,2022-2023-01090,1,2,1,2
2022-2023,2022-2023-01091,1,1,1,1
2022-2023,2022-2023-01092,1,1,1,1
2022-2023,2022-2023-01093,2,1,1,2
2022-2023,2022-2023-01094,1,1,1,1
2022-2023,2022-2023-01095,2,1,1,2
2022-2023,2022-2023-01096,1,1,1,1
2022-2023,2022-2023-01097,1,1,1,1
2022-2023,2022-2023-01102,1,1,1,1
2022-2023,2022-2023-01104,1,1,1,1
2022-2023,2022-2023-01105,1,1,1,1
2022-2023,2022-2023-01106,1,1,1,1
2022-2023,2022-2023-01107,2,1,1,2
2022-2023,2022-2023-01109,1,1,1,1
2022-2023,2022-2023-01113,1,1,1,1
2022-2023,2022-2023-01118,1,1,1,1
2022-2023,2022-2023-01120,1,1,1,1
2022-2023,2022-2023-01121,1,1,1,1
2022-2023,2022-2023-01125,1,1,1,1
2022-2023,2022-2023-01130,1,1,1,1
2022-2023,2022-2023-01131,1,1,1,1
2022-2023,2022-2023-01137,1,1,1,1
2022-2023,2022-2023-01138,1,1,1,1
2022-2023,2022-2023-01139,2,1,2,2
2022-2023,2022-2023-01141,1,1,1,1
2022-2023,2022-2023-01143,1,1,1,1
2022-2023,2022-2023-01144,2,1,1,2
2022-2023,2022-2023-01146,3,1,2,3
2022-2023,2022-2023-01147,1,1,1,1
2022-2023,2022-2023-01148,1,1,1,1
2022-2023,2022-2023-01149,1,1,1,1
2022-2023,2022-2023-01150,1,1,1,1
2022-2023,2022-2023-01152,2,1,1,2
2022-2023,2022-2023-01153,1,1,1,1
2022-2023,2022-2023-01154,1,1,1,1
2022-2023,2022-2023-01155,1,1,1,1
2022-2023,2022-2023-01158,1,1,1,1
2022-2023,2022-2023-01159,2,1,1,2
2022-2023,2022-2023-01160,1,1,1,1
2022-2023,2022-2023-01161,1,1,1,1
2022-2023,2022-2023-01163,1,1,1,1
2022-2023,2022-2023-01164,1,1,1,1
2022-2023,2022-2023-01166,1,1,1,1
2022-2023,2022-2023-01168,3,1,1,3
2022-2023,2022-2023-01173,1,1,1,1
2022-2023,2022-2023-01174,1,1,1,1
2022-2023,2022-2023-01175,1,1,1,1
2022-2023,2022-2023-01178,1,1,1,1
2022-2023,2022-2023-01180,1,1,1,1
2022-2023,2022-2023-01182,1,1,1,1
2022-2023,2022-2023-01185,1,1,1,1
2022-2023,2022-2023-01186,1,1,1,1
2022-2023,2022-2023-01188,1,1,1,1
2022-2023,2022-2023-01190,1,1,1,1
2022-2023,2022-2023-01192,1,1,1,1
2022-2023,2022-2023-01193,1,1,1,1
2022-2023,2022-2023-01194,2,1,1,2
2022-2023,2022-2023-01195,1,1,1,1
2022-2023,2022-2023-01196,3,1,1,3
2022-2023,2022-2023-01198,1,1,1,1
2022-2023,2022-2023-01205,1,1,1,1
2022-2023,2022-2023-01214,3,1,1,3
2022-2023,2022-2023-01215,1,1,1,1
2022-2023,2022-2023-01217,1,1,1,1
2022-2023,2022-2023-01218,1,1,1,1
2022-2023,2022-2023-01219,1,1,1,1
