Fscl-yr_Ex-fin,Project-nbr_No-de-projet,On-time_Respect-des-delais,On-budget_Respect-du-budget,On-scope_Respect-de-la-portee,Overall-project-health_Sante-globale-du-projet
2021-2022,2021-2022-01053,1,1,1,1
2021-2022,2021-2022-01055,1,1,1,1
2021-2022,2021-2022-01060,1,1,1,1
2021-2022,2021-2022-01061,1,1,1,1
2021-2022,2021-2022-01063,1,1,1,1
2021-2022,2021-2022-01064,1,1,1,1
2021-2022,2021-2022-01065,1,1,1,1
2021-2022,2021-2022-01066,1,1,1,1
2021-2022,2021-2022-01074,1,1,1,1
2021-2022,2021-2022-01079,1,1,1,1
2021-2022,2021-2022-01080,1,1,1,1
2021-2022,2021-2022-01085,1,1,1,1
2021-2022,2021-2022-01086,2,1,2,2
2021-2022,2021-2022-01087,1,1,1,1
2021-2022,2021-2022-01088,1,1,1,1
2021-2022,2021-2022-01092,2,1,1,2
2021-2022,2021-2022-01094,1,1,2,2
2021-2022,2021-2022-01095,3,2,2,3
2021-2022,2021-2022-01096,1,1,1,1
2021-2022,2021-2022-01098,1,1,1,1
2021-2022,2021-2022-01100,1,1,1,1
2021-2022,2021-2022-01102,2,1,1,2
2021-2022,2021-2022-01104,1,1,1,1
2021-2022,2021-2022-01105,1,1,1,1
2021-2022,2021-2022-01109,1,1,1,1
2021-2022,2021-2022-01112,1,1,1,1
2021-2022,2021-2022-01113,2,1,1,2
2021-2022,2021-2022-01114,1,1,1,1
2021-2022,2021-2022-01115,1,1,1,1
2021-2022,2021-2022-01116,1,1,1,1
2021-2022,2021-2022-01122,1,1,1,1
2021-2022,2021-2022-01123,1,1,1,1
2021-2022,2021-2022-01124,1,1,1,1
2021-2022,2021-2022-01126,1,1,1,1
2021-2022,2021-2022-01134,1,1,1,1
2021-2022,2021-2022-01136,1,1,1,1
2021-2022,2021-2022-01137,1,1,1,1
2021-2022,2021-2022-01139,1,1,1,1
2021-2022,2021-2022-01141,1,1,1,1
2021-2022,2021-2022-01142,3,3,1,3
2021-2022,2021-2022-01145,1,1,1,1
2021-2022,2021-2022-01146,3,3,3,3
2021-2022,2021-2022-01153,1,1,1,1
2021-2022,2021-2022-01164,1,1,1,1
2021-2022,2021-2022-01165,1,1,1,1
2021-2022,2021-2022-01166,1,1,1,1
2021-2022,2021-2022-01168,2,1,1,2
2021-2022,2021-2022-01170,1,1,1,1
2021-2022,2021-2022-01171,2,1,2,2
2021-2022,2021-2022-01172,1,1,1,1
2021-2022,2021-2022-01173,1,1,1,1
2021-2022,2021-2022-01174,1,1,1,1
2021-2022,2021-2022-01185,1,1,1,1
2021-2022,2021-2022-01186,1,3,1,3
2021-2022,2021-2022-01187,1,3,1,3
2021-2022,2021-2022-01188,1,1,1,1
2021-2022,2021-2022-01193,1,1,1,1
2021-2022,2021-2022-01198,1,1,1,1
2021-2022,2021-2022-01200,1,3,1,3
2021-2022,2021-2022-01202,1,1,1,1
2021-2022,2021-2022-01203,1,1,1,1
2021-2022,2021-2022-01204,1,1,1,1
2021-2022,2021-2022-01206,1,1,1,1
2021-2022,2021-2022-01207,1,1,1,1
2021-2022,2021-2022-01208,1,1,1,1
2021-2022,2021-2022-01210,3,1,1,3
2021-2022,2021-2022-01211,1,1,1,1
2021-2022,2021-2022-01220,2,3,1,3
2021-2022,2021-2022-01221,1,1,1,1
2021-2022,2021-2022-01222,1,1,1,1
2021-2022,2021-2022-01223,1,1,1,1
2021-2022,2021-2022-01224,1,1,1,1
2021-2022,2021-2022-01228,2,1,1,2
2021-2022,2021-2022-01229,2,1,1,2
2021-2022,2021-2022-01230,2,1,2,2
2021-2022,2021-2022-01231,2,1,1,2
2021-2022,2021-2022-01233,1,1,1,1
2021-2022,2021-2022-01237,1,1,1,1
2021-2022,2021-2022-01239,2,3,3,3
2021-2022,2021-2022-01241,1,1,1,1
2021-2022,2021-2022-01242,1,1,1,1
2021-2022,2021-2022-01244,1,1,1,1
2021-2022,2021-2022-01245,1,1,1,1
2021-2022,2021-2022-01248,1,1,1,1
2021-2022,2021-2022-01255,1,1,1,1
2021-2022,2021-2022-01256,1,1,1,1
2021-2022,2021-2022-01259,1,1,1,1
2021-2022,2021-2022-01260,1,1,1,1
2021-2022,2021-2022-01263,1,1,1,1
2021-2022,2021-2022-01265,1,1,1,1
2021-2022,2021-2022-01266,1,1,1,1
2021-2022,2021-2022-01267,1,1,1,1
2021-2022,2021-2022-01268,1,1,1,1
2021-2022,2021-2022-01269,1,1,1,1
2021-2022,2021-2022-01273,1,1,1,1
2021-2022,2021-2022-01274,1,1,1,1
2021-2022,2021-2022-01277,1,1,1,1
2021-2022,2021-2022-01279,1,1,1,1
2021-2022,2021-2022-01281,1,1,1,1
2021-2022,2021-2022-01283,3,1,2,3
2021-2022,2021-2022-01284,3,1,1,3
2021-2022,2021-2022-01286,1,1,1,1
2021-2022,2021-2022-01288,1,1,1,1
2021-2022,2021-2022-01289,1,1,1,1
2021-2022,2021-2022-01291,1,1,1,1
2021-2022,2021-2022-01292,1,1,1,1
2021-2022,2021-2022-01294,1,1,1,1
2021-2022,2021-2022-01295,1,1,1,1
2021-2022,2021-2022-01296,1,1,1,1
2021-2022,2021-2022-01297,1,1,1,1
2021-2022,2021-2022-01298,1,1,1,1
2021-2022,2021-2022-01300,1,1,1,1
2021-2022,2021-2022-01303,1,1,1,1
2021-2022,2021-2022-01304,1,1,1,1
2021-2022,2021-2022-01306,1,1,1,1
2021-2022,2021-2022-01310,1,1,1,1
2021-2022,2021-2022-01311,1,1,1,1
2021-2022,2021-2022-01312,1,1,1,1
2021-2022,2021-2022-01313,1,1,1,1
2021-2022,2021-2022-01314,2,1,2,2
2021-2022,2021-2022-01315,1,1,1,1
2021-2022,2021-2022-01317,2,1,1,2
2021-2022,2021-2022-01318,1,1,1,1
2021-2022,2021-2022-01319,2,1,1,2
2021-2022,2021-2022-01320,2,1,1,2
2021-2022,2021-2022-01321,1,1,1,1
2021-2022,2021-2022-01322,1,1,1,1
2021-2022,2021-2022-01323,1,1,1,1
2021-2022,2021-2022-01326,3,1,2,3
2021-2022,2021-2022-01327,3,1,1,3
2021-2022,2021-2022-01328,1,1,2,2
2021-2022,2021-2022-01329,1,1,1,1
2021-2022,2021-2022-01330,1,1,1,1
2021-2022,2021-2022-01342,1,1,1,1
2021-2022,2021-2022-01343,1,1,1,1
2021-2022,2021-2022-01344,1,1,1,1
2021-2022,2021-2022-01351,1,1,1,1
2021-2022,2021-2022-01352,1,1,1,1
2021-2022,2021-2022-01354,1,1,1,1
2021-2022,2021-2022-01355,1,1,1,1
2021-2022,2021-2022-01356,1,1,1,1
2021-2022,2021-2022-01358,2,1,1,2
2021-2022,2021-2022-01360,1,1,1,1
2021-2022,2021-2022-01362,1,1,1,1
2021-2022,2021-2022-01364,2,1,1,2
2021-2022,2021-2022-01365,1,1,1,1
2021-2022,2021-2022-01369,1,1,1,1
2021-2022,2021-2022-01373,1,1,1,1
2021-2022,2021-2022-01377,1,1,1,1
2021-2022,2021-2022-01378,1,1,1,1
2021-2022,2021-2022-01379,1,2,1,2
2021-2022,2021-2022-01380,1,1,1,1
2021-2022,2021-2022-01381,1,1,1,1
2021-2022,2021-2022-01382,1,1,1,1
2021-2022,2021-2022-01383,1,1,1,1
2021-2022,2021-2022-01384,1,1,1,1
2021-2022,2021-2022-01385,1,1,1,1
2021-2022,2021-2022-01386,1,1,1,1
2021-2022,2021-2022-01388,3,2,2,3
2021-2022,2021-2022-01390,1,1,1,1
2021-2022,2021-2022-01391,1,1,1,1
2021-2022,2021-2022-01392,1,1,1,1
2021-2022,2021-2022-01393,1,1,1,1
2021-2022,2021-2022-01394,1,1,1,1
2021-2022,2021-2022-01395,1,1,1,1
2021-2022,2021-2022-01397,1,1,1,1
2021-2022,2021-2022-01399,1,1,1,1
2021-2022,2021-2022-01400,1,1,1,1
2021-2022,2021-2022-01403,3,3,1,3
2021-2022,2021-2022-01404,1,1,1,1
2021-2022,2021-2022-01405,1,1,1,1
2021-2022,2021-2022-01411,1,1,1,1
2021-2022,2021-2022-01413,1,1,1,1
2021-2022,2021-2022-01415,1,1,1,1
2021-2022,2021-2022-01416,3,2,2,3
2021-2022,2021-2022-01417,1,1,1,1
2021-2022,2021-2022-01419,1,1,1,1
2021-2022,2021-2022-01426,1,1,1,1
2021-2022,2021-2022-01429,2,2,1,2
2021-2022,2021-2022-01431,2,2,1,2
2021-2022,2021-2022-01434,1,1,1,1
2021-2022,2021-2022-01436,1,1,1,1
2021-2022,2021-2022-01443,1,1,1,1
2021-2022,2021-2022-01447,1,1,1,1
2021-2022,2021-2022-01449,2,1,1,2
2021-2022,2021-2022-01454,1,1,1,1
2021-2022,2021-2022-01458,1,1,1,1
2021-2022,2021-2022-01462,1,1,1,1
2021-2022,2021-2022-01463,1,1,1,1
2021-2022,2021-2022-01464,1,1,1,1
2021-2022,2021-2022-01465,1,1,1,1
2021-2022,2021-2022-01470,1,1,1,1
2021-2022,2021-2022-01472,1,1,1,1
2021-2022,2021-2022-01473,1,1,1,1
2021-2022,2021-2022-01475,1,1,1,1
2021-2022,2021-2022-01476,1,1,1,1
2021-2022,2021-2022-01479,1,1,1,1
2021-2022,2021-2022-01480,1,1,1,1
2021-2022,2021-2022-01481,1,1,1,1
2021-2022,2021-2022-01482,1,1,1,1
2021-2022,2021-2022-01483,1,1,1,1
2021-2022,2021-2022-01484,1,1,1,1
2021-2022,2021-2022-01485,1,1,1,1
2021-2022,2021-2022-01487,1,1,1,1
2021-2022,2021-2022-01488,1,1,1,1
2021-2022,2021-2022-01489,1,1,1,1
2021-2022,2021-2022-01491,1,1,1,1
2021-2022,2021-2022-01494,1,1,1,1
2021-2022,2021-2022-01496,1,1,1,1
